KOST_ID,FUNCTION,FR_STATUS,SOURCE_REFERENCE,FULL_TEXT_RECOVERABLE,CORRECT_ANSWER_RECOVERABLE,IMPORT_ELIGIBLE,BLOCKER
Q-7.6-024,7.6,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §6.0.4.2.1(c)
(Tier A), 2026-08-25.","§6.0.4.2.1(c), §6.0.4.2.1(b)",YES,YES,YES,
Q-7.6-025,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 113 (DGR 8.2, LTA handling-information wording), cross-checked against slide 112 (DGD purpose per DGR 8.0.1.2 RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.6-026,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 128 (general emergency-procedure 4-step sequence), cross-checked against slide 129 (5-step spill/body-contact",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-027,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.5.1.2 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.5.1.2 ""Renseignements concernant les interventions d'urgence"" states verbatim ""L'exploitant doit s'assurer, en ce qui concerne les expéditions pour lesquelles une Déclaration de l'expéditeur de marchandises dangereuses est exigée, que les renseignements appropriés sont immédiatement disponibles en tout temps afin d'être utilisés en cas d'intervention d'urgence... Ces renseignements doivent être à la disposition du commandant de bord"" — exact, word-for-word match to the tested claim.",§9.5.1.2,YES,YES,YES,
Q-7.6-028,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 110 (radioactive TI/category rules), cross-checked against slide 108 (general radioactive-separation principl",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-029,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.2.1.2 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.2.1.2 states verbatim ""Les colis contenant des marchandises dangereuses avec des dangers multiples dont la classe ou la division des dangers primaire et subsidiaire exige une séparation conformément au tableau 9.3.A n'ont pas besoin d'être séparés d'autres colis portant le même numéro ONU"" — confirming the stem's opposite claim (""doivent malgré tout être séparés"") is false, exactly as tested.",§9.3.2.1.2,YES,YES,YES,
Q-7.6-030,7.6,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 Tableau 9.5.A /
§9.5.1.1.3.4 (Tier A), 2026-08-25.","§9.5.1.1.3.4, §9.5.1.1.3, Tableau 9.5.A",YES,YES,YES,
Q-7.6-031,7.6,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.6 (Tier
A), 2026-08-25.",§9.5.1.1.6,YES,YES,YES,
Q-7.6-032,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.10.1: four named factors (type d'aéronef, taux de renouvellement de l'air, méthode d'emballage/entreposage, présence d'animaux). RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.10.1 names exactly these four factors for dry-ice loading arrangements; packing group is not among them, confirming it is correctly the ""NOT a factor"" answer.",§9.3.10.1,YES,YES,YES,
Q-7.6-033,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 Practice Book (F-KOST 09), Question 9, this leaf's own primary gradeable evidence per binding caveat 3, cross-checked again",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-034,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slides 13–14 (Généralités). No direct exam/practice hit for this exact article/substance distinction.",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-035,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 17 (Généralités). No direct exam/practice hit for this exact factor list. **This item brings 0.1.1 to its ful",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-036,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §1.1.3 RATIONALE: Live Bookshelf check 2026-08-29: DGR §1.1.3 states verbatim that ICAO's regulation is ""codifiée dans l'annexe 18... et dans les Instructions techniques (IT) pour la sécurité du transport aérien des marchandises dangereuses (Doc 9284 tel qu'amendé)"" — confirming Doc 9284 is indeed the ICAO document containing the detailed technical instructions for air transport of dangerous goods, exactly as tested.",§1.1.3,YES,YES,YES,
Q-7.6-037,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slides 38–39 (DGR 1.2.5/1.2.6/1.2.7). No direct exam/practice hit for this exact states-concerned contrast.",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-038,7.6,"PARTIALLY CONFIRMED — correct answer (pharma) Tier A-confirmed absent
from §2.5.1; one distractor (""pièces pour avions"") falsely implied as a
genuine 5th category — current DGR's real 5th category is ""Produits
d'hygiène"" (§2.5.1.4).

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the correct answer is Tier A-confirmed absent from §2.5.1; one distractor is falsely implied as a genuine category (current DGR's real 5th category is ""Produits d'hygiène"", §2.5.1.4).","§2.5.1, §2.5.1.4)., §2.5.1.4), §2.5.2.",YES,YES,NO,"status is PARTIAL, not FROZEN"
Q-7.6-039,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 46 (DGR 2.2). No direct exam/practice hit for this exact definitional wording; Exam Q10 and the course's own ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-040,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 53 (DGR 1.3.1). No direct exam/practice hit for this specific compliance-scope/sanctions clause; Exam Q5 and  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.6-041,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 57 (DGR 1.5). No direct exam/practice hit for this specific training-cadence fact.",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-042,7.6,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.8.3.1 (Tier
A), 2026-08-25.",§2.8.3.1,YES,YES,YES,
Q-7.6-043,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 63, directly corroborated by Exam Q4 (""Combien de classes de danger sont référencés sur le manuel DGR de l'IA RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.6-044,7.6,"PARTIALLY CONFIRMED (class-ID level; specific examples not DGR-text-sourced).

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: PARTIALLY CONFIRMED (class-ID level; specific examples not DGR-text-sourced) SOURCE: Tier B — KOST Function 7.6 course, slide 68 (DGR 3.0.2), cross-checked against slide 69 (Divisions 6.1/6.2 examples — different specific facts drawn f RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,NO,"status is PARTIAL, not FROZEN"
Q-7.6-045,7.6,"PARTIALLY CONFIRMED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: PARTIALLY CONFIRMED SOURCE: §3.0.2.6 (division-level only). RATIONALE: Live Bookshelf check 2026-08-29: DGR §3.0.2.6 confirms Division 6.2 = Matières infectieuses (the division-identification claim), but the specific named examples tested (virus, bactéries, déchets d'hôpitaux, sang contaminé) were not found verbatim anywhere in the current DGR text — they are Tier B/pedagogical illustrative examples, not DGR-text-sourced. Reclassified from the table's own internally-contradictory ""FROZEN (...specific examples not DGR-text-sourced)"" label to the correct closed-set bucket for a partially-sourced claim.",§3.0.2.6,YES,YES,NO,"status is PARTIAL, not FROZEN"
Q-7.6-046,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 91 (marking criteria), cross-checked against slide 92 (worked UN-mark example, already Batch 2's `Q-7.6-024`  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.6-047,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 86 (introductory rationale for marking/labelling), cross-checked against slide 87 (the two-label-types statem",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-048,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 114 (DGR documentation section), cross-checked against slide 113 (LTA wording, `Q-7.6-025`'s evidence basis) ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-049,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 78 (excepted quantities documentation), cross-checked against slide 80 (limited quantities documentation, the",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-050,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 129 (body-contact response — a separate, more detailed procedure from slide 128's own 4-step initial response",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-051,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 101 (opening the separation section), cross-checked against slide 104 (Table 9.3.A itself, already Batch 1's ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-052,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.1.1 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.1.1 states verbatim ""Les marchandises dangereuses portant l'étiquette «Cargo Aircraft Only» (Aéronef cargo seulement) ne doivent pas être transportées sur un aéronef de passagers"" — exact match to the tested claim.",§9.3.1.1,YES,YES,YES,
Q-7.6-053,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 108 (TI definition), cross-checked against slide 109 (Table 10.9.3.7 pointer) and slide 110 (category-specifi",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-054,7.6,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.6 course, slide 115 (rationale, opening the ""Notification des pilotes"" section), cross-checked against slide 116 (who/what, a",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.6-055,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.5.1.1.8 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.5.1.1.8 states verbatim ""Les renseignements communiqués au commandant de bord doivent lui être facilement accessibles pendant le vol"" — exact, word-for-word match.",§9.5.1.1.8,YES,YES,YES,
Q-7.6-056,7.6,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.5.1.1.10 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.5.1.1.10 states verbatim ""Outre les langues que peut exiger l'État de l'exploitant, l'anglais devrait être utilisé pour les renseignements fournis par écrit au commandant de bord"" — exact, word-for-word match.",§9.5.1.1.10,YES,YES,YES,
Q-7.7-001,7.7,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.1(a)
(Tier A), 2026-08-25.",§9.5.1.1.1(a),YES,YES,YES,
Q-7.7-002,7.7,"PARTIALLY CONFIRMED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: PARTIALLY CONFIRMED SOURCE: §10.8(b) (documentation rule): TI required only for Categories II-Yellow/III-Yellow. RATIONALE: Live Bookshelf check 2026-08-29: DGR §10.8(b) confirms, by explicit scope restriction (""pour les catégories «II-Jaune» et «III-Jaune» uniquement""), that Transport Index is not required for Category I-White — directly supporting the core distinguishing fact tested. The claim's additional ""chargées en quantités illimitées, sans séparation requise"" language was not independently located and verified against a specific current-DGR loading/separation table this pass, so the claim is only partially confirmed.",§10.8(b),YES,YES,NO,"status is PARTIAL, not FROZEN"
Q-7.7-003,7.7,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.7 course, slide 76 (DGR 4.2, DG list column structure A–N), cross-checked against slide 75 (""La liste des marchandises danger RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.7-004,7.7,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.7 course, slides 71–72 (DGR 2.6, excepted quantities scope and documentation exemptions), cross-checked against slide 76 (DG ",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.7-005,7.7,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.7 course, slide 85 (DGR 7.2.2.2, two-type statement), cross-checked against slides 86–88 (handling-label slide, biological/en RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.7-006,7.7,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.1.7 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.1.7 ""Avertissement au consommateur"" states verbatim ""Un article ou un colis peut être porteur d'une étiquette ou d'un symbole de danger adressé au consommateur du produit. Cela ne signifie pas nécessairement que l'article ou la matière contenus dans le colis correspondent aux critères de classification indiqués dans la partie 3. Dans un tel cas et avant d'accepter le colis comme «marchandise non réglementée», des assurances devraient être obtenues de l'expéditeur"" — directly confirms the tested claim that a chemical/consumer hazard label does not by itself confirm DG classification and that shipper clarification should be sought.",§9.1.7,YES,YES,YES,
Q-7.7-007,7.7,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.7 course, slides 52–54 (DGR 2.2/ 2.2.4, hidden-DG definition and named-example lists), cross-checked against slide 53 (COMAT-",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.7-008,7.7,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.7 course, slide 119 (general 4-step initial-response procedure), cross-checked against slide 120 (the follow-on 5-step spill/",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.7-009,7.7,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.7 course, slide 121 (OACI in-flight emergency guide for flight crew), same evidence pool as 0.6.1's Q-7.7-008 above per Stage",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.7-010,7.7,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.7 course, slide 122 (OACI post-landing emergency guide), cross-checked against slide 121 (the preceding in-flight guide, this",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.7-011,7.7,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"Tier B — KOST Function 7.7 course, slide 121 (ATC clause only), cross-checked against slide 108 (the ""agent des opérations aériennes"" mention, confirm",YES,YES,NO,"status is DRAFT, not FROZEN"
Q-7.7-012,7.7,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.3(d)
(Tier A), 2026-08-25.",§9.5.1.1.3(d),YES,YES,YES,
Q-7.7-013,7.7,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.7 course, slide 127 (operator reporting duty). Corroborated at a topic level by Exam Q20 (""Qui doit signaler les accidents et RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.7-014,7.7,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.7 course, slide 126, directly and strongly corroborated by Practice Q29's own worded scenario (baggage discovery specifically RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.7-015,7.7,"PARTIALLY CONFIRMED (general mechanism); ANAC naming stays Tier B/administrative.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. Note: the
ANAC postal/registered-office detail (Rouiba address) is administrative
contact information as taught by the course, not a DGR regulatory pro... NEW STATUS: PARTIALLY CONFIRMED (general mechanism); ANAC naming stays Tier B/administrative SOURCE: Tier B — KOST Function 7.7 course, slide 129, following slide 127's general reporting-duty statement. No direct exam/practice hit, consistent with Sta RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,NO,"status is PARTIAL, not FROZEN"
Q-7.7-016,7.7,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.7 course, slide 15 (DGR 1.0), cross-checked against slide 8 (""Introduction,"" the safe-transport precondition statement), slid RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.7-017,7.7,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.7 course, slides 19–22 (Fondements de la Réglementation DGR 1.1, SCoETDG→AIEA→OACI→IATA hierarchy), cross-checked against sli RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
Q-7.7-018,7.7,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.7 course, slide 30 (DGR 1.2.1), the sole slide covering this leaf (a genuinely thin, single-fact sub-task per the Stage 2A bl RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","§1.0, §1.1.2, §1.1.3, §3.0.1.1",YES,YES,YES,
