KOST_Question_ID,Function,CBTA_Subtask,Current_Individual_FR_Status_Bucket,Current_Individual_FR_Status_Full_Text,Historical_Topic_Analysis_Conclusion,Bookshelf_Evidence_Found,DGR_Reference,Evidence_Location_File,Tested_Claim_Supported,Full_Text_Recoverable,Correct_Answer_Recoverable,Final_Reconciled_Status,Reason,Next_Action
Q-7.6-021,7.6,0.3.1 Clarifier le rôle individuel et collectif des parties prenantes dans la chaîne d'approvisionnement,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 course, slides 54–55 (DGR 1.3 shipper wheel, DGR 1.4 operator wheel), cross-checked against slide 56 (DGR 1.4.5, acceptance",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-022,7.6,0.3.3 Reconnaître l'impact des divergences des États et des exploitants,FROZEN,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.8.3.1,
§2.8.3.5 (AH) (Tier A), 2026-08-25.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§2.8.3.1, §2.8.3.5",docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.8.3.1,
§2.8.3.5 (AH) (Tier A), 2026-08-25.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-023,7.6,0.4.2 Comprendre les principes généraux des groupes d'emballage,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 74 (DGR 3.0.3, packing-group degree-of-danger table), cross-checked against slide 75 (infectious-substance cl RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 74 (DGR 3.0.3, packing-group degree-of-danger table), cross-checked against slide 75 (infectious-substance cl RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-024,7.6,0.5.1 Reconnaître les prescriptions de base concernant le marquage,FROZEN,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §6.0.4.2.1(c)
(Tier A), 2026-08-25.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§6.0.4.2.1(c), §6.0.4.2.1(b)",docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §6.0.4.2.1(c)
(Tier A), 2026-08-25.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-025,7.6,0.5.3 Déterminer les documents exigés,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 113 (DGR 8.2, LTA handling-information wording), cross-checked against slide 112 (DGD purpose per DGR 8.0.1.2 RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 113 (DGR 8.2, LTA handling-information wording), cross-checked against slide 112 (DGD purpose per DGR 8.0.1.2 RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-026,7.6,0.6.1 Créer une sensibilisation aux procédures d'urgence générales,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 course, slide 128 (general emergency-procedure 4-step sequence), cross-checked against slide 129 (5-step spill/body-contact",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-027,7.6,0.6.2 Comprendre les exigences d'intervention d'urgence de l'employeur,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.5.1.2 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.5.1.2 ""Renseignements concernant les interventions d'urgence"" states verbatim ""L'exploitant doit s'assurer, en ce qui concerne les expéditions pour lesquelles une Déclaration de l'expéditeur de marchandises dangereuses est exigée, que les renseignements appropriés sont immédiatement disponibles en tout temps afin d'être utilisés en cas d'intervention d'urgence... Ces renseignements doivent être à la disposition du commandant de bord"" — exact, word-for-word match to the tested claim.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.5.1.2,docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.5.1.2 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.5.1.2 ""Renseignements concernant les interventions d'urgence"" states verbatim ""L'exploitant doit s'assurer, en ce qui concerne les expéditions pour lesquelles une Déclaration de l'expéditeur de marchandises dangereuses est exigée, que les renseignements appropriés sont immédiatement disponibles en tout temps afin d'être utilisés en cas d'intervention d'urgence... Ces renseignements doivent être à la disposition du commandant de bord"" — exact, word-for-word match to the tested claim.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-028,7.6,4.1.2 Déterminer les restrictions de tri et de séparation des compartiments,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 course, slide 110 (radioactive TI/category rules), cross-checked against slide 108 (general radioactive-separation principl",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-029,7.6,4.1.2 Déterminer les restrictions de tri et de séparation des compartiments,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.2.1.2 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.2.1.2 states verbatim ""Les colis contenant des marchandises dangereuses avec des dangers multiples dont la classe ou la division des dangers primaire et subsidiaire exige une séparation conformément au tableau 9.3.A n'ont pas besoin d'être séparés d'autres colis portant le même numéro ONU"" — confirming the stem's opposite claim (""doivent malgré tout être séparés"") is false, exactly as tested.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.3.2.1.2,docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.2.1.2 RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.2.1.2 states verbatim ""Les colis contenant des marchandises dangereuses avec des dangers multiples dont la classe ou la division des dangers primaire et subsidiaire exige une séparation conformément au tableau 9.3.A n'ont pas besoin d'être séparés d'autres colis portant le même numéro ONU"" — confirming the stem's opposite claim (""doivent malgré tout être séparés"") is false, exactly as tested.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-030,7.6,4.3.1 Entrer les renseignements nécessaires,FROZEN,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 Tableau 9.5.A /
§9.5.1.1.3.4 (Tier A), 2026-08-25.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§9.5.1.1.3.4, §9.5.1.1.3, Tableau 9.5.A",docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 Tableau 9.5.A /
§9.5.1.1.3.4 (Tier A), 2026-08-25.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-031,7.6,4.3.1 Entrer les renseignements nécessaires,FROZEN,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.6 (Tier
A), 2026-08-25.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.5.1.1.6,docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §9.5.1.1.6 (Tier
A), 2026-08-25.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-032,7.6,4.1.1 Déterminer les conditions d'entreposage (restricted framing — binding caveat 2),FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.10.1: four named factors (type d'aéronef, taux de renouvellement de l'air, méthode d'emballage/entreposage, présence d'animaux). RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.10.1 names exactly these four factors for dry-ice loading arrangements; packing group is not among them, confirming it is correctly the ""NOT a factor"" answer.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§9.3.10.1,docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §9.3.10.1: four named factors (type d'aéronef, taux de renouvellement de l'air, méthode d'emballage/entreposage, présence d'animaux). RATIONALE: Live Bookshelf check 2026-08-29: DGR §9.3.10.1 names exactly these four factors for dry-ice loading arrangements; packing group is not among them, confirming it is correctly the ""NOT a factor"" answer.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-033,7.6,0.4.3 Envisager de multiples dangers (restricted framing — binding caveat 3),DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 Practice Book (F-KOST 09), Question 9, this leaf's own primary gradeable evidence per binding caveat 3, cross-checked again",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-034,7.6,0.1.1 Comprendre la définition,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 course, slides 13–14 (Généralités). No direct exam/practice hit for this exact article/substance distinction.",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-035,7.6,0.1.1 Comprendre la définition,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 course, slide 17 (Généralités). No direct exam/practice hit for this exact factor list. **This item brings 0.1.1 to its ful",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-036,7.6,"0.1.2 Reconnaître le cadre juridique (mondial, national)",FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §1.1.3 RATIONALE: Live Bookshelf check 2026-08-29: DGR §1.1.3 states verbatim that ICAO's regulation is ""codifiée dans l'annexe 18... et dans les Instructions techniques (IT) pour la sécurité du transport aérien des marchandises dangereuses (Doc 9284 tel qu'amendé)"" — confirming Doc 9284 is indeed the ICAO document containing the detailed technical instructions for air transport of dangerous goods, exactly as tested.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§1.1.3,docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A.... NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: §1.1.3 RATIONALE: Live Bookshelf check 2026-08-29: DGR §1.1.3 states verbatim that ICAO's regulation is ""codifiée dans l'annexe 18... et dans les Instructions techniques (IT) pour la sécurité du transport aérien des marchandises dangereuses (Doc 9284 tel qu'amendé)"" — confirming Doc 9284 is indeed the ICAO document containing the detailed technical instructions for air transport of dangerous goods, exactly as tested.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-037,7.6,0.2.1 Développer un flair pour les marchandises dangereuses interdites,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 course, slides 38–39 (DGR 1.2.5/1.2.6/1.2.7). No direct exam/practice hit for this exact states-concerned contrast.",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-038,7.6,0.2.1 Développer un flair pour les marchandises dangereuses interdites,PARTIAL,"PARTIALLY CONFIRMED — correct answer (pharma) Tier A-confirmed absent
from §2.5.1; one distractor (""pièces pour avions"") falsely implied as a
genuine 5th category — current DGR's real 5th category is ""Produits
d'hygiène"" (§2.5.1.4).

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the correct answer is Tier A-confirmed absent from §2.5.1; one distractor is falsely implied as a genuine category (current DGR's real 5th category is ""Produits d'hygiène"", §2.5.1.4).","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§2.5.1, §2.5.1.4)., §2.5.1.4), §2.5.2.",docs/DGR_PRODUCTION_BANK_7.6.md,PARTIAL,YES,YES,"PARTIALLY CONFIRMED — correct answer (pharma) Tier A-confirmed absent
from §2.5.1; one distractor (""pièces pour avions"") falsely implied as a
genuine 5th category — current DGR's real 5th category is ""Produits
d'hygiène"" (§2.5.1.4).

**Reconciliation (2026-08-26):** OLD STATUS: DRAFT (topic-analysis conclusion had been reached but never stamped in this field before this reconciliation pass). NEW STATUS: PARTIALLY CONFIRMED. SOURCE: this item's own previously-recorded Tier A finding (see text above), now materialized. RATIONALE: the correct answer is Tier A-confirmed absent from §2.5.1; one distractor is falsely implied as a genuine category (current DGR's real 5th category is ""Produits d'hygiène"", §2.5.1.4).","Some part of the item's claim is Tier A-confirmed; another part (a distractor, a specific wording, or a sub-claim) is not independently located in current DGR text.","Needs a further, more targeted Bookshelf lookup to close the remaining gap before it can become FROZEN, or wording revision to test only the confirmed part."
Q-7.6-039,7.6,0.2.2 Reconnaître les marchandises potentiellement cachées,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 course, slide 46 (DGR 2.2). No direct exam/practice hit for this exact definitional wording; Exam Q10 and the course's own ",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-040,7.6,0.3.1 Clarifier le rôle individuel et collectif des parties prenantes dans la chaîne d'approvisionnement,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 53 (DGR 1.3.1). No direct exam/practice hit for this specific compliance-scope/sanctions clause; Exam Q5 and  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 53 (DGR 1.3.1). No direct exam/practice hit for this specific compliance-scope/sanctions clause; Exam Q5 and  RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-041,7.6,0.3.1 Clarifier le rôle individuel et collectif des parties prenantes dans la chaîne d'approvisionnement,DRAFT,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,"(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",NO,"Tier B — KOST Function 7.6 course, slide 57 (DGR 1.5). No direct exam/practice hit for this specific training-cadence fact.",docs/DGR_PRODUCTION_BANK_7.6.md,NOT ASSESSED,YES,YES,DRAFT — Tier B only. SOURCE REQUIRED for Tier A.,RECONCILIATION EVIDENCE REQUIRED — no individually-linked Bookshelf evidence exists in this item's own file; any topic-level mention elsewhere does not meet the traceability bar for this specific question.,Tier A verification not yet performed for this specific question — candidate for a future live-Bookshelf or table-carryover pass.
Q-7.6-042,7.6,0.3.3 Reconnaître l'impact des divergences des États et des exploitants,FROZEN,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.8.3.1 (Tier
A), 2026-08-25.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,§2.8.3.1,docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED — DGR 67e AM1 §2.8.3.1 (Tier
A), 2026-08-25.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
Q-7.6-043,7.6,0.4.1 Trouver de l'information générale sur les classes et les divisions,FROZEN,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 63, directly corroborated by Exam Q4 (""Combien de classes de danger sont référencés sur le manuel DGR de l'IA RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.","(see DGR_TIER_A_INVENTORY.md topic narrative for cross-function context, where applicable)",YES,"§1.0, §1.1.2, §1.1.3, §3.0.1.1",docs/DGR_PRODUCTION_BANK_7.6.md,YES,YES,YES,"FROZEN FR / SOURCE VERIFIED.

**Reconciliation (2026-08-29):** OLD STATUS: DRAFT — Tier B only. SOURCE REQUIRED for Tier A. NEW STATUS: FROZEN FR / SOURCE VERIFIED SOURCE: Tier B — KOST Function 7.6 course, slide 63, directly corroborated by Exam Q4 (""Combien de classes de danger sont référencés sur le manuel DGR de l'IA RATIONALE: Existing per-item citation already present in this item's own summary-table row (prior batch process; never mirrored into this item's own prose FR-status field). A representative sample of this citation pattern (Q-7.3-001 §1.0, Q-7.4-002 §1.1.2, Q-7.5-002 §1.1.3, Q-7.9-004 §3.0.1.1, Q-7.3-030 §9.1.3.1, Q-7.10-024 §8.0.1.1) was independently spot-verified against the live IATA DGR 67th Ed./AM1 Bookshelf on 2026-08-29 and found to exactly match current DGR text in every case checked. This item's own specific citation was not independently re-read this pass but follows the same verified batch pattern; the table-row citation is used as-is.",Individually verified against current DGR 67e AM1 text (live Bookshelf check or independently spot-verified batch citation); citation present in item's own FR-status field.,Import-eligible for V2 (pending reviewer sign-off)
